retailer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
RTL2074,250,4,9204.24,3,5,3,353,Others
RTL2075,552,2,259208.82,2,2,5,225,At Risk
RTL2076,539,2,16097.890000000001,2,2,4,224,At Risk
RTL2077,67,1,2953.7,5,1,2,512,Recent Customer
RTL2078,216,4,12527.36,3,5,4,354,Others
RTL2079,579,3,14231.12,1,4,4,144,At Risk
RTL2080,113,4,11910.369999999999,4,5,4,454,Loyal Customer
RTL2081,713,1,6854.82,1,1,3,113,At Risk
RTL2082,1,4,17377.870000000003,5,5,4,554,Loyal Customer
RTL2084,988,1,983.24,1,1,1,111,At Risk
RTL2085,210,1,2988.06,3,1,2,312,Others
RTL2086,130,2,120799.41,4,2,5,425,Recent Customer
RTL2087,510,2,2748.74,2,2,2,222,At Risk
RTL2088,634,2,1315.71,1,2,1,121,At Risk
RTL2089,1,6,42641.01,5,5,5,555,Champion
RTL2090,197,2,21102.1,3,2,5,325,Others
RTL2091,255,5,25059.77,3,5,5,355,Others
RTL2092,678,3,6489.0,1,4,3,143,At Risk
RTL2093,471,4,597298.27,2,5,5,255,At Risk
RTL2094,137,3,5878.33,4,4,2,442,Loyal Customer
RTL2095,389,2,110869.0,2,2,5,225,At Risk
RTL2097,272,1,1257.15,3,1,1,311,Others
RTL2098,599,3,3213.77,1,4,2,142,At Risk
RTL2099,90,2,9101.48,4,2,3,423,Recent Customer
RTL2100,75,1,4839.63,5,1,2,512,Recent Customer
RTL2101,714,2,8771.88,1,2,3,123,At Risk
RTL2102,14,1,30.86,5,1,1,511,Recent Customer
RTL2104,71,2,11418.39,5,2,4,524,Recent Customer
RTL2105,381,1,7732.5,2,1,3,213,At Risk
RTL2106,250,2,5231.42,3,2,2,322,Others
RTL2107,547,2,13053.89,2,2,4,224,At Risk
RTL2108,722,2,17712.16,1,2,4,124,At Risk
RTL2109,26,2,630.04,5,2,1,521,Recent Customer
RTL2110,2,5,14861.25,5,5,4,554,Loyal Customer
RTL2111,280,2,21279.39,3,2,5,325,Others
RTL2112,330,7,437942.67000000004,3,5,5,355,Others
RTL2114,815,2,22017.06,1,2,5,125,At Risk
RTL2115,450,2,9792.359999999999,2,2,3,223,At Risk
RTL2116,904,2,330.83000000000004,1,2,1,121,At Risk
RTL2117,80,2,12402.1,5,2,4,524,Recent Customer
RTL2118,621,2,7035.52,1,2,3,123,At Risk
RTL2119,136,1,7741.78,4,1,3,413,Recent Customer
RTL2120,410,4,20888.76,2,5,5,255,At Risk
RTL2121,529,1,11087.5,2,1,4,214,At Risk
RTL2122,313,2,4850.66,3,2,2,322,Others
RTL2123,922,1,343.22,1,1,1,111,At Risk
RTL2124,835,1,1255730.0,1,1,5,115,At Risk
RTL2125,382,2,3879.06,2,2,2,222,At Risk
RTL2126,437,2,1101834.87,2,2,5,225,At Risk
RTL2127,944,1,90.9,1,1,1,111,At Risk
RTL2128,468,2,3500.92,2,2,2,222,At Risk
RTL2129,94,3,6719.8099999999995,4,4,3,443,Loyal Customer
RTL2130,150,2,14041.44,4,2,4,424,Recent Customer
RTL2131,636,3,1806.19,1,4,1,141,At Risk
RTL2133,761,2,17176.48,1,2,4,124,At Risk
RTL2134,136,1,8893.92,4,1,3,413,Recent Customer
RTL2135,65,2,683.98,5,2,1,521,Recent Customer
RTL2136,68,5,31959.690000000002,5,5,5,555,Champion
RTL2137,3,7,394218.82,5,5,5,555,Champion
RTL2138,89,1,6592.23,4,1,3,413,Recent Customer
RTL2139,227,5,14509.68,3,5,4,354,Others
RTL2140,57,5,20533.469999999998,5,5,5,555,Champion
RTL2141,9,3,7497.78,5,4,3,543,Loyal Customer
RTL2143,431,4,9329.919999999998,2,5,3,253,At Risk
RTL2144,965,2,5428.67,1,2,2,122,At Risk
RTL2145,292,4,11911.880000000001,3,5,4,354,Others
RTL2146,2,3,8805.67,5,4,3,543,Loyal Customer
RTL2147,426,3,24019.04,2,4,5,245,At Risk
RTL2149,369,2,13747.08,2,2,4,224,At Risk
RTL2150,254,1,2690.76,3,1,2,312,Others
RTL2151,213,2,9820.08,3,2,3,323,Others
RTL2152,92,2,2555478.9,4,2,5,425,Recent Customer
RTL2153,20,3,13510.44,5,4,4,544,Loyal Customer
RTL2154,468,5,23429.38,2,5,5,255,At Risk
RTL2155,13,4,10577.48,5,5,3,553,Loyal Customer
RTL2156,169,4,20145.370000000003,4,5,5,455,Loyal Customer
RTL2157,119,3,9807.56,4,4,3,443,Loyal Customer
RTL2158,865,1,12.26,1,1,1,111,At Risk
RTL2159,88,5,31519.86,4,5,5,455,Loyal Customer
RTL2160,455,1,2077.94,2,1,1,211,At Risk
RTL2161,481,2,7929.77,2,2,3,223,At Risk
RTL2162,10,2,10994.0,5,2,4,524,Recent Customer
RTL2163,486,1,582.04,2,1,1,211,At Risk
RTL2164,802,2,6655.97,1,2,3,123,At Risk
RTL2165,180,4,7185.580000000001,4,5,3,453,Loyal Customer
RTL2166,9,4,1296329.38,5,5,5,555,Champion
RTL2167,130,1,85.22,4,1,1,411,Recent Customer
RTL2169,190,3,17810.35,4,4,4,444,Loyal Customer
RTL2170,430,2,21310.0,2,2,5,225,At Risk
RTL2171,14,4,1561674.88,5,5,5,555,Champion
RTL2172,178,2,9024.71,4,2,3,423,Recent Customer
RTL2173,918,1,10718.8,1,1,3,113,At Risk
RTL2174,24,2,5265.8,5,2,2,522,Recent Customer
RTL2175,12,4,667997.24,5,5,5,555,Champion
RTL2176,221,3,20585.2,3,4,5,345,Others
RTL2177,658,2,19490.86,1,2,5,125,At Risk
RTL2178,665,2,10916.34,1,2,3,123,At Risk
RTL2179,32,3,14554.75,5,4,4,544,Loyal Customer
RTL2180,593,2,82.9,1,2,1,121,At Risk
RTL2181,71,5,15334.48,5,5,4,554,Loyal Customer
RTL2182,655,3,10106.570000000002,1,4,3,143,At Risk
RTL2183,137,3,9253.62,4,4,3,443,Loyal Customer
RTL2185,459,2,6141.35,2,2,3,223,At Risk
RTL2186,626,1,387.18,1,1,1,111,At Risk
RTL2187,234,2,12234.76,3,2,4,324,Others
RTL2188,73,1,5889.61,5,1,2,512,Recent Customer
RTL2189,89,3,682803.84,4,4,5,445,Loyal Customer
RTL2191,35,1,364.96,5,1,1,511,Recent Customer
RTL2192,62,3,19498.44,5,4,5,545,Loyal Customer
RTL2193,594,3,14110.439999999999,1,4,4,144,At Risk
RTL2194,85,6,96391.3,5,5,5,555,Champion
RTL2195,219,2,9317.94,3,2,3,323,Others
RTL2196,552,2,6906.28,2,2,3,223,At Risk
RTL2197,934,2,1096.72,1,2,1,121,At Risk
RTL2198,25,1,13.63,5,1,1,511,Recent Customer
RTL2199,193,2,9231.82,3,2,3,323,Others
RTL2200,469,2,28483.95,2,2,5,225,At Risk
RTL2201,551,4,27283.18,2,5,5,255,At Risk
RTL2202,756,1,3685.19,1,1,2,112,At Risk
RTL2203,122,6,34430.43,4,5,5,455,Loyal Customer
RTL2204,30,3,7784.7,5,4,3,543,Loyal Customer
RTL2205,349,1,6407.31,2,1,3,213,At Risk
RTL2206,637,1,8596.17,1,1,3,113,At Risk
RTL2207,15,4,9788.5,5,5,3,553,Loyal Customer
RTL2208,407,2,8189.4,2,2,3,223,At Risk
RTL2209,495,1,7471.53,2,1,3,213,At Risk
RTL2211,210,2,9450.960000000001,3,2,3,323,Others
RTL2213,212,2,3293.6899999999996,3,2,2,322,Others
RTL2214,546,3,11142.86,2,4,4,244,At Risk
RTL2215,129,4,18960.47,4,5,5,455,Loyal Customer
RTL2216,22,9,24209.739999999998,5,5,5,555,Champion
RTL2217,155,4,7365.21,4,5,3,453,Loyal Customer
RTL2218,389,2,7561.879999999999,2,2,3,223,At Risk
RTL2219,7,3,18783.19,5,4,5,545,Loyal Customer
RTL2220,514,3,11627.39,2,4,4,244,At Risk
RTL2221,47,4,6107.93,5,5,3,553,Loyal Customer
RTL2222,25,2,8617.1,5,2,3,523,Recent Customer
RTL2223,44,5,13485.9,5,5,4,554,Loyal Customer
RTL2224,832,2,5204.63,1,2,2,122,At Risk
RTL2225,86,2,7904.15,5,2,3,523,Recent Customer
RTL2226,3,3,7451.69,5,4,3,543,Loyal Customer
RTL2228,100,3,9928.25,4,4,3,443,Loyal Customer
RTL2229,240,3,19212.85,3,4,5,345,Others
RTL2231,203,2,20928.96,3,2,5,325,Others
RTL2232,262,3,7865.79,3,4,3,343,Others
RTL2233,170,4,5924.98,4,5,2,452,Loyal Customer
RTL2234,554,1,9900.75,1,1,3,113,At Risk
RTL2235,480,2,10656.51,2,2,3,223,At Risk
RTL2236,27,4,3979.2599999999998,5,5,2,552,Loyal Customer
RTL2237,252,3,22777.24,3,4,5,345,Others
RTL2238,23,3,2462.84,5,4,2,542,Loyal Customer
RTL2240,474,2,18783.739999999998,2,2,5,225,At Risk
RTL2241,19,5,29034.42,5,5,5,555,Champion
RTL2242,239,1,1353.92,3,1,1,311,Others
RTL2243,335,4,996452.0,3,5,5,355,Others
RTL2244,370,4,32844.98,2,5,5,255,At Risk
RTL2245,379,2,3224.6600000000003,2,2,2,222,At Risk
RTL2246,73,3,5173.780000000001,5,4,2,542,Loyal Customer
RTL2247,231,1,3539.85,3,1,2,312,Others
RTL2248,376,2,9029.19,2,2,3,223,At Risk
RTL2249,432,1,3183.32,2,1,2,212,At Risk
RTL2250,622,1,29.43,1,1,1,111,At Risk
RTL2252,353,3,3484.77,2,4,2,242,At Risk
RTL2253,290,4,1714061.83,3,5,5,355,Others
RTL2255,154,2,3443.58,4,2,2,422,Recent Customer
RTL2256,23,3,2600.22,5,4,2,542,Loyal Customer
RTL2257,50,5,14642.76,5,5,4,554,Loyal Customer
RTL2258,67,1,7773.9,5,1,3,513,Recent Customer
RTL2259,982,1,4785.86,1,1,2,112,At Risk
RTL2260,235,3,2718.5099999999998,3,4,2,342,Others
RTL2261,416,1,430.44,2,1,1,211,At Risk
RTL2262,892,1,9936.59,1,1,3,113,At Risk
RTL2263,466,2,4658.7,2,2,2,222,At Risk
RTL2264,512,2,5300.18,2,2,2,222,At Risk
RTL2265,172,5,37215.31,4,5,5,455,Loyal Customer
RTL2266,93,2,6234.59,4,2,3,423,Recent Customer
RTL2267,171,3,18969.64,4,4,5,445,Loyal Customer
RTL2268,229,3,18718.44,3,4,5,345,Others
RTL2269,7,2,2060.33,5,2,1,521,Recent Customer
RTL2270,14,5,19676.64,5,5,5,555,Champion
RTL2271,190,1,10844.0,4,1,3,413,Recent Customer
RTL2272,487,1,7407.18,2,1,3,213,At Risk
RTL2273,252,5,13511.710000000001,3,5,4,354,Others
RTL2274,73,2,7570.34,5,2,3,523,Recent Customer
RTL2275,33,4,4013.5600000000004,5,5,2,552,Loyal Customer
RTL2276,34,2,6712.860000000001,5,2,3,523,Recent Customer
RTL2277,140,3,3809.09,4,4,2,442,Loyal Customer
RTL2280,922,1,1975.98,1,1,1,111,At Risk
RTL2281,133,5,15822.330000000002,4,5,4,454,Loyal Customer
RTL2282,335,2,9664.74,3,2,3,323,Others
RTL2283,345,2,12798.27,2,2,4,224,At Risk
RTL2284,282,1,873.22,3,1,1,311,Others
RTL2285,84,5,32635.34,5,5,5,555,Champion
RTL2286,186,2,3580.7999999999997,4,2,2,422,Recent Customer
RTL2287,225,2,672043.86,3,2,5,325,Others
RTL2288,603,1,549.31,1,1,1,111,At Risk
RTL2289,586,3,6226.110000000001,1,4,3,143,At Risk
RTL2290,416,4,19913.559999999998,2,5,5,255,At Risk
RTL2291,36,6,13927.72,5,5,4,554,Loyal Customer
RTL2292,20,4,22948.71,5,5,5,555,Champion
RTL2293,172,4,27287.72,4,5,5,455,Loyal Customer
RTL2294,89,4,4891.2300000000005,4,5,2,452,Loyal Customer
RTL2295,511,1,15355.4,2,1,4,214,At Risk
RTL2296,149,5,23045.6,4,5,5,455,Loyal Customer
RTL2297,638,1,288.44,1,1,1,111,At Risk
RTL2298,20,4,18574.14,5,5,4,554,Loyal Customer
RTL2299,11,4,2082.5,5,5,1,551,Loyal Customer
RTL2301,1013,1,745.71,1,1,1,111,At Risk
RTL2302,690,3,12790.21,1,4,4,144,At Risk
RTL2303,453,3,1266.58,2,4,1,241,At Risk
RTL2305,42,1,60.07,5,1,1,511,Recent Customer
RTL2306,290,3,571424.31,3,4,5,345,Others
RTL2307,296,1,1361.9,3,1,1,311,Others
RTL2308,153,5,446353.24,4,5,5,455,Loyal Customer
RTL2309,590,2,10939.4,1,2,3,123,At Risk
RTL2310,176,5,14147.55,4,5,4,454,Loyal Customer
RTL2311,418,1,1402.2,2,1,1,211,At Risk
RTL2312,383,2,2747.7799999999997,2,2,2,222,At Risk
RTL2314,333,5,21081.010000000002,3,5,5,355,Others
RTL2315,584,2,14797.0,1,2,4,124,At Risk
RTL2316,77,2,5730.18,5,2,2,522,Recent Customer
RTL2317,43,2,16667.879999999997,5,2,4,524,Recent Customer
RTL2318,449,3,4080.4500000000003,2,4,2,242,At Risk
RTL2319,828,2,12371.669999999998,1,2,4,124,At Risk
RTL2320,331,2,4024.07,3,2,2,322,Others
RTL2321,69,3,8702.77,5,4,3,543,Loyal Customer
RTL2322,578,1,53.64,1,1,1,111,At Risk
RTL2323,218,4,5639.43,3,5,2,352,Others
RTL2324,216,2,8195.34,3,2,3,323,Others
RTL2325,245,4,34731.229999999996,3,5,5,355,Others
RTL2326,810,2,60953.49,1,2,5,125,At Risk
RTL2327,29,6,28337.93,5,5,5,555,Champion
RTL2328,242,1,145.74,3,1,1,311,Others
RTL2329,84,3,1513232.18,5,4,5,545,Loyal Customer
RTL2330,483,2,5838.72,2,2,2,222,At Risk
RTL2331,117,2,9334.21,4,2,3,423,Recent Customer
RTL2332,990,1,5111.94,1,1,2,112,At Risk
RTL2333,580,1,8154.09,1,1,3,113,At Risk
RTL2334,718,4,25352.46,1,5,5,155,At Risk
RTL2335,531,2,2962.05,2,2,2,222,At Risk
RTL2336,64,4,11255.15,5,5,4,554,Loyal Customer
RTL2337,546,1,825.97,2,1,1,211,At Risk
RTL2338,381,1,3344.6,2,1,2,212,At Risk
RTL2339,412,2,7133.49,2,2,3,223,At Risk
RTL2340,87,3,5045.849999999999,5,4,2,542,Loyal Customer
RTL2341,44,2,4981.860000000001,5,2,2,522,Recent Customer
RTL2342,235,2,8138.3,3,2,3,323,Others
RTL2343,133,3,11969.36,4,4,4,444,Loyal Customer
RTL2344,414,2,4802.29,2,2,2,222,At Risk
RTL2345,59,2,7483.99,5,2,3,523,Recent Customer
RTL2346,100,3,762.11,4,4,1,441,Loyal Customer
RTL2347,275,1,4249.4,3,1,2,312,Others
RTL2348,501,2,46763.16,2,2,5,225,At Risk
RTL2349,631,4,14285.48,1,5,4,154,At Risk
RTL2350,107,3,2382.35,4,4,1,441,Loyal Customer
RTL2351,246,1,630.84,3,1,1,311,Others
RTL2352,732,2,2394.06,1,2,1,121,At Risk
RTL2353,409,2,5213.36,2,2,2,222,At Risk
RTL2354,488,1,634.04,2,1,1,211,At Risk
RTL2355,491,4,15885.37,2,5,4,254,At Risk
RTL2356,705,1,410564.0,1,1,5,115,At Risk
RTL2357,102,4,390530429.59,4,5,5,455,Loyal Customer
RTL2358,670,1,29172.7,1,1,5,115,At Risk
RTL2359,17,6,11625.82,5,5,4,554,Loyal Customer
RTL2360,579,1,10510.8,1,1,3,113,At Risk
RTL2361,435,1,523.12,2,1,1,211,At Risk
RTL2362,442,4,28616.120000000003,2,5,5,255,At Risk
RTL2363,283,3,13331.9,3,4,4,344,Others
RTL2364,97,4,21458.95,4,5,5,455,Loyal Customer
RTL2365,261,2,11133.720000000001,3,2,4,324,Others
RTL2366,163,4,30793.27,4,5,5,455,Loyal Customer
RTL2367,72,4,21739.86,5,5,5,555,Champion
RTL2368,422,4,34642.62,2,5,5,255,At Risk
RTL2369,128,2,4954.88,4,2,2,422,Recent Customer
RTL2370,46,4,8803.23,5,5,3,553,Loyal Customer
RTL2372,6,5,13431.32,5,5,4,554,Loyal Customer
RTL2373,547,2,25723.0,2,2,5,225,At Risk
RTL2374,148,2,7558.650000000001,4,2,3,423,Recent Customer
RTL2376,552,1,4293.12,2,1,2,212,At Risk
RTL2377,23,2,4036.8999999999996,5,2,2,522,Recent Customer
RTL2378,325,5,16483.52,3,5,4,354,Others
RTL2379,111,2,9283.949999999999,4,2,3,423,Recent Customer
RTL2380,243,3,4838.639999999999,3,4,2,342,Others
RTL2381,820,1,5964.2,1,1,2,112,At Risk
RTL2382,761,1,4352.34,1,1,2,112,At Risk
RTL2383,225,1,111.51,3,1,1,311,Others
RTL2384,885,2,12183.39,1,2,4,124,At Risk
RTL2385,88,2,11883.65,4,2,4,424,Recent Customer
RTL2386,658,2,4557.85,1,2,2,122,At Risk
RTL2387,365,2,5489.39,2,2,2,222,At Risk
RTL2388,480,2,1800.5700000000002,2,2,1,221,At Risk
RTL2389,264,3,7932.740000000001,3,4,3,343,Others
RTL2390,296,2,15250.85,3,2,4,324,Others
RTL2391,103,2,7328.58,4,2,3,423,Recent Customer
RTL2392,219,5,19922.97,3,5,5,355,Others
RTL2395,169,4,6223.34,4,5,3,453,Loyal Customer
RTL2396,413,3,12658.630000000001,2,4,4,244,At Risk
RTL2397,203,3,24076.98,3,4,5,345,Others
RTL2398,152,3,4004.96,4,4,2,442,Loyal Customer
RTL2399,73,3,20399.73,5,4,5,545,Loyal Customer
RTL2400,559,1,1926.48,1,1,1,111,At Risk
RTL2401,58,2,2475.55,5,2,2,522,Recent Customer
RTL2402,156,6,33587.36,4,5,5,455,Loyal Customer
RTL2403,334,3,3934.77,3,4,2,342,Others
RTL2404,262,4,29033.44,3,5,5,355,Others
RTL2405,496,2,597.47,2,2,1,221,At Risk
RTL2406,163,4,14731.14,4,5,4,454,Loyal Customer
RTL2408,26,2,5280.33,5,2,2,522,Recent Customer
RTL2409,155,3,11408.86,4,4,4,444,Loyal Customer
RTL2411,187,6,67268.91,4,5,5,455,Loyal Customer
RTL2413,396,3,23504.260000000002,2,4,5,245,At Risk
RTL2414,426,4,12039.62,2,5,4,254,At Risk
RTL2415,825,1,2634.64,1,1,2,112,At Risk
RTL2416,356,1,233.41,2,1,1,211,At Risk
RTL2417,570,4,22929.629999999997,1,5,5,155,At Risk
RTL2418,22,4,4762.4,5,5,2,552,Loyal Customer
RTL2419,626,3,9916.12,1,4,3,143,At Risk
RTL2420,361,2,6262.599999999999,2,2,3,223,At Risk
RTL2421,11,5,18193.0,5,5,4,554,Loyal Customer
RTL2422,5,6,20225.42,5,5,5,555,Champion
RTL2423,129,2,4324.23,4,2,2,422,Recent Customer
RTL2424,92,2,1928996.54,4,2,5,425,Recent Customer
RTL2425,626,1,5853.5,1,1,2,112,At Risk
RTL2426,50,4,10200.160000000002,5,5,3,553,Loyal Customer
RTL2427,221,3,17809.98,3,4,4,344,Others
RTL2428,110,2,13413.66,4,2,4,424,Recent Customer
RTL2429,287,1,1440.01,3,1,1,311,Others
RTL2430,6,3,20308.03,5,4,5,545,Loyal Customer
RTL2431,888,1,13289.8,1,1,4,114,At Risk
RTL2432,596,3,14791.91,1,4,4,144,At Risk
RTL2433,150,6,23486.09,4,5,5,455,Loyal Customer
RTL2434,228,3,11797.3,3,4,4,344,Others
RTL2435,233,3,5102.46,3,4,2,342,Others
RTL2436,457,4,12080.07,2,5,4,254,At Risk
RTL2437,166,7,7380.43,4,5,3,453,Loyal Customer
RTL2438,684,1,48.94,1,1,1,111,At Risk
RTL2439,384,1,1545.91,2,1,1,211,At Risk
RTL2440,337,2,17612.38,2,2,4,224,At Risk
RTL2441,370,3,3585.83,2,4,2,242,At Risk
RTL2442,79,3,7386.77,5,4,3,543,Loyal Customer
RTL2443,205,3,19786.01,3,4,5,345,Others
RTL2444,2,3,1881395.89,5,4,5,545,Loyal Customer
RTL2445,66,2,4667.15,5,2,2,522,Recent Customer
RTL2446,311,3,2565.31,3,4,2,342,Others
RTL2447,312,2,12002.529999999999,3,2,4,324,Others
RTL2448,223,6,14868.13,3,5,4,354,Others
RTL2449,126,4,27840.64,4,5,5,455,Loyal Customer
RTL2450,668,1,2856.71,1,1,2,112,At Risk
RTL2451,23,3,26596.0,5,4,5,545,Loyal Customer
RTL2452,587,2,356109.8,1,2,5,125,At Risk
RTL2453,181,3,1638.95,4,4,1,441,Loyal Customer
RTL2455,375,1,7889.81,2,1,3,213,At Risk
RTL2456,92,3,15051.14,4,4,4,444,Loyal Customer
RTL2457,518,2,5994.52,2,2,2,222,At Risk
RTL2458,320,1,278544.0,3,1,5,315,Others
RTL2459,383,3,12318.45,2,4,4,244,At Risk
RTL2460,121,5,14428.59,4,5,4,454,Loyal Customer
RTL2461,653,1,91.49,1,1,1,111,At Risk
RTL2462,636,1,7745.86,1,1,3,113,At Risk
RTL2463,807,2,5782.49,1,2,2,122,At Risk
RTL2464,219,4,18630.670000000002,3,5,4,354,Others
RTL2467,98,7,40218.97,4,5,5,455,Loyal Customer
RTL2468,738,4,26645.5,1,5,5,155,At Risk
RTL2469,549,2,872.0200000000001,2,2,1,221,At Risk
RTL2470,295,6,19419.03,3,5,5,355,Others
RTL2471,48,4,18242.32,5,5,4,554,Loyal Customer
RTL2472,160,3,11127.13,4,4,4,444,Loyal Customer
RTL2473,20,2,5426.98,5,2,2,522,Recent Customer
RTL2474,197,4,6005.17,3,5,2,352,Others
RTL2476,90,2,4643.36,4,2,2,422,Recent Customer
RTL2477,32,1,12154.5,5,1,4,514,Recent Customer
RTL2478,445,1,259.05,2,1,1,211,At Risk
RTL2479,381,2,5081.93,2,2,2,222,At Risk
RTL2480,196,3,1337.8899999999999,3,4,1,341,Others
RTL2481,125,3,6921.76,4,4,3,443,Loyal Customer
RTL2482,97,3,5521.81,4,4,2,442,Loyal Customer
RTL2485,908,2,1379.4,1,2,1,121,At Risk
RTL2486,841,1,9928.44,1,1,3,113,At Risk
RTL2488,47,4,24791.08,5,5,5,555,Champion
RTL2489,98,1,659.98,4,1,1,411,Recent Customer
RTL2490,319,2,10313.6,3,2,3,323,Others
RTL2491,177,4,4022.53,4,5,2,452,Loyal Customer
RTL2492,49,3,10269.099999999999,5,4,3,543,Loyal Customer
RTL2493,243,2,4587.23,3,2,2,322,Others
RTL2494,179,3,11711.65,4,4,4,444,Loyal Customer
RTL2495,765,1,2461.82,1,1,2,112,At Risk
RTL2496,92,3,45389.12,4,4,5,445,Loyal Customer
RTL2498,204,2,237560.92,3,2,5,325,Others
RTL2499,104,1,844.34,4,1,1,411,Recent Customer
RTL2500,311,1,158.71,3,1,1,311,Others
RTL2501,841,2,11449.130000000001,1,2,4,124,At Risk
RTL2504,387,1,2719.12,2,1,2,212,At Risk
RTL2505,508,2,3259.75,2,2,2,222,At Risk
RTL2506,718,2,9921.3,1,2,3,123,At Risk
RTL2507,3,3,15882.41,5,4,4,544,Loyal Customer
RTL2508,40,4,14260.510000000002,5,5,4,554,Loyal Customer
RTL2509,176,5,8657.92,4,5,3,453,Loyal Customer
RTL2510,687,1,43.42,1,1,1,111,At Risk
RTL2511,32,7,26512.98,5,5,5,555,Champion
RTL2512,58,3,1568534.19,5,4,5,545,Loyal Customer
RTL2514,94,3,20701.45,4,4,5,445,Loyal Customer
RTL2515,75,4,15969.65,5,5,4,554,Loyal Customer
RTL2516,304,2,1796.63,3,2,1,321,Others
RTL2517,90,3,11628.08,4,4,4,444,Loyal Customer
RTL2518,646,2,20595.1,1,2,5,125,At Risk
RTL2519,84,2,8259.14,5,2,3,523,Recent Customer
RTL2520,611,2,9417.66,1,2,3,123,At Risk
RTL2521,167,2,10248.06,4,2,3,423,Recent Customer
RTL2522,1000,1,7743.6,1,1,3,113,At Risk
RTL2523,803,3,4922.9800000000005,1,4,2,142,At Risk
RTL2524,136,5,36356.09,4,5,5,455,Loyal Customer
RTL2525,97,4,15088.89,4,5,4,454,Loyal Customer
RTL2526,118,1,1458.03,4,1,1,411,Recent Customer
RTL2527,136,3,18077.84,4,4,4,444,Loyal Customer
RTL2528,346,2,3866.24,2,2,2,222,At Risk
RTL2529,449,1,284.36,2,1,1,211,At Risk
RTL2530,761,1,535.09,1,1,1,111,At Risk
RTL2531,29,5,11188.76,5,5,4,554,Loyal Customer
RTL2532,567,3,12569.02,1,4,4,144,At Risk
RTL2533,240,4,4357.03,3,5,2,352,Others
RTL2534,158,5,31225.13,4,5,5,455,Loyal Customer
RTL2536,26,3,2858.46,5,4,2,542,Loyal Customer
RTL2537,762,2,372.20000000000005,1,2,1,121,At Risk
RTL2538,7,6,33084.71,5,5,5,555,Champion
RTL2539,112,3,43364.4,4,4,5,445,Loyal Customer
RTL2541,49,1,583.92,5,1,1,511,Recent Customer
RTL2542,459,1,715.46,2,1,1,211,At Risk
RTL2543,385,1,3261.54,2,1,2,212,At Risk
RTL2544,52,3,10671.07,5,4,3,543,Loyal Customer
RTL2545,495,1,708.77,2,1,1,211,At Risk
RTL2546,337,2,3132.62,2,2,2,222,At Risk
RTL2547,723,1,1325.75,1,1,1,111,At Risk
RTL2548,246,3,24612.59,3,4,5,345,Others
RTL2549,72,1,798.0,5,1,1,511,Recent Customer
RTL2550,298,2,24789.9,3,2,5,325,Others
RTL2551,124,2,4125.53,4,2,2,422,Recent Customer
RTL2552,354,4,14207.599999999999,2,5,4,254,At Risk
RTL2553,160,3,18424.98,4,4,4,444,Loyal Customer
RTL2554,29,2,7609.969999999999,5,2,3,523,Recent Customer
RTL2555,701,2,8933.86,1,2,3,123,At Risk
RTL2556,578,1,3945.62,1,1,2,112,At Risk
RTL2557,45,6,20729.3,5,5,5,555,Champion
RTL2558,822,1,620.69,1,1,1,111,At Risk
RTL2559,125,5,23486.61,4,5,5,455,Loyal Customer
RTL2560,180,1,277.45,4,1,1,411,Recent Customer
RTL2561,608,5,6028.6900000000005,1,5,2,152,At Risk
RTL2562,60,2,5414.65,5,2,2,522,Recent Customer
RTL2563,14,3,10903.310000000001,5,4,3,543,Loyal Customer
RTL2564,292,3,19175.059999999998,3,4,5,345,Others
RTL2565,444,2,1237.3200000000002,2,2,1,221,At Risk
RTL2566,72,4,5685.95,5,5,2,552,Loyal Customer
RTL2568,194,2,499.55,3,2,1,321,Others
RTL2569,22,3,13699.689999999999,5,4,4,544,Loyal Customer
RTL2570,58,2,11693.710000000001,5,2,4,524,Recent Customer
RTL2571,249,3,11528.699999999999,3,4,4,344,Others
RTL2572,522,3,14326.75,2,4,4,244,At Risk
RTL2573,518,2,12216.400000000001,2,2,4,224,At Risk
RTL2574,9,2,8441.82,5,2,3,523,Recent Customer
RTL2575,793,2,1415.4299999999998,1,2,1,121,At Risk
RTL2576,259,2,9268.21,3,2,3,323,Others
RTL2577,442,3,12368.77,2,4,4,244,At Risk
RTL2578,418,1,3878.43,2,1,2,212,At Risk
RTL2579,458,1,11217.5,2,1,4,214,At Risk
RTL2580,175,4,3488.31,4,5,2,452,Loyal Customer
RTL2581,786,1,417.64,1,1,1,111,At Risk
RTL2582,71,2,6699.0599999999995,5,2,3,523,Recent Customer
RTL2583,80,2,1402.75,5,2,1,521,Recent Customer
RTL2584,306,1,126.55,3,1,1,311,Others
RTL2585,285,5,23467.870000000003,3,5,5,355,Others
RTL2586,770,1,249.66,1,1,1,111,At Risk
RTL2587,16,5,1049091.86,5,5,5,555,Champion
RTL2589,215,3,11846.869999999999,3,4,4,344,Others
RTL2590,296,2,8264.91,3,2,3,323,Others
RTL2592,233,2,615.22,3,2,1,321,Others
RTL2593,238,3,8149.07,3,4,3,343,Others
RTL2595,757,2,2073.88,1,2,1,121,At Risk
RTL2597,159,4,1002815.2200000001,4,5,5,455,Loyal Customer
RTL2598,42,2,4863.360000000001,5,2,2,522,Recent Customer
RTL2599,151,4,39788.2,4,5,5,455,Loyal Customer
RTL2600,375,1,282.9,2,1,1,211,At Risk
